53.1904724,-6.0837452,Bray Head,,,peak,
52.9675830,-6.4261593,Cloghernagh,,,peak,
52.9606323,-6.4412593,Corrigasleggaun,,,peak,
53.1001425,-6.3847842,Mullaghcleevaun East Top,,,peak,
52.9588644,-6.4867777,Slievemaan,,,peak,
53.0047108,-6.4763932,Camenabologue,,,peak,
53.1782857,-6.3318888,Kippure,,,peak,
53.0150756,-6.4513809,Conavalla,,,peak,
53.1139737,-6.3672447,Duff Hill,,,peak,
53.1924745,-6.3746199,Seefingan,,,peak,
53.1308221,-6.2397400,Djouce,,,peak,
53.0642645,-6.3861332,Stoney Top,,,peak,
53.1240844,-6.3502762,Gravale,,,peak,
53.0169091,-6.4814734,Table Mountain,,,peak,
53.1028453,-6.4575868,Moanbane,,,peak,
53.0919599,-6.4734535,Silsean,,,peak,
53.0227764,-6.3887698,Camaderry,,,peak,
52.9882829,-6.4537375,Benleagh,,,peak,
53.1400020,-6.2539591,War Hill,,,peak,
53.1302680,-6.3234592,Carrigvore,,,peak,
53.0246504,-6.4169601,Tomaneena,,,peak,
53.0567832,-6.3664826,Tonelagee NE Top,,,peak,
52.9994238,-6.4566954,Camenabologue SE Top,,,peak,
52.9588043,-6.5088752,Ballineddan Mtn,,,peak,
52.9505091,-6.5814985,Keadeen Mountain,,,peak,
52.9986849,-6.4037874,Lugduff,,,peak,
52.9851267,-6.3738383,Mullacor,,,peak,
53.0224281,-6.5422294,Lobawn,,,peak,
52.9944989,-6.3912630,Lugduff SE Top,,,peak,
53.1861533,-6.3941608,Seefin,,,peak,
53.1050512,-6.2834547,Luggala,,,peak,
53.0309740,-6.3483629,,,,peak,
53.1553820,-6.2302877,Maulin,,,peak,
53.0875850,-6.2940149,Knocknacloghoge,,,peak,
53.0538429,-6.5859027,Church Mountain,,,peak,
53.0444526,-6.5581454,Corriebracks,,,peak,
53.1541655,-6.1505309,Great Sugarloaf,,,peak,
53.0257292,-6.3236997,Brockagh Mountain SE Top,,,peak,
53.2386445,-6.2804048,Tibradden Mountain,,,peak,
53.0761837,-6.2610971,,,,peak,
52.9983042,-6.3340799,Derrybawn Mountain,,,peak,
52.9596796,-6.3053955,Kirikee Mountain,,,peak,
53.1534449,-6.4872782,Lugnagun,,,peak,
52.9595693,-6.3368343,Carriglineen Mountain,,,peak,
52.9954014,-6.2640604,Trooperstown Hill,,,peak,
53.0877112,-6.2541775,,,,peak,
53.0795778,-6.5860176,Slievecorragh,,,peak,
53.1663982,-6.4339496,Carrigleitrim,,,peak,
52.9677212,-6.6323551,Spinans Hill,,,peak,
52.9835126,-6.1654555,Carrick Mountain,,,peak,
52.9632392,-6.6160561,Spinans Hill SE Top,,,peak,
52.9593052,-6.7324749,Tinoran Hill,,,peak,
53.2508913,-6.2672959,Kilmashogue,,,peak,
53.3732112,-6.0834069,Shielmartin Hill,,,peak,
53.2293963,-6.8640809,Hill of Allen,,,peak,
53.2244741,-6.2863846,Glendoo Mountain,,,peak,
53.2138257,-6.3682955,Corrig Mountain,,,peak,
53.0542643,-6.3825718,Tonelagee,,,peak,
53.0111231,-6.5581871,Sugarloaf,,,peak,
53.5799647,-6.6121673,Hill of Tara,,,peak,
53.0274152,-6.5734930,Pinnacle,,,peak,
52.9862261,-6.1623433,,,,peak,
52.9859418,-6.1626845,,,,peak,
53.4414684,-6.1221277,High Rock,recreation_ground,,,
53.1985076,-6.9326043,Dunmurry Hill,,,peak,
53.2062959,-6.9142950,Grange Hill,,,peak,
53.1785980,-6.9540242,Red Hill,,,peak,
53.2237646,-6.9302279,Boston Hill,,,peak,
52.9991594,-6.2237194,Moneystown Hill,,,peak,
52.9993886,-6.1835742,,,,peak,
52.9671501,-6.4646289,Lugnaquilla,,,peak,
53.2169801,-6.1573544,Carrickgollogan Hill,,,peak,
53.2187641,-6.1779387,Barnaslingan Hill,,,peak,
53.1488370,-6.1018507,Kindlestown Hill,,,peak,
53.2700499,-6.1048630,Dalkey Hill,,,peak,
53.1589482,-6.2680689,Tonduff South,,,peak,
53.4075271,-6.0643370,,,,peak,
52.9517219,-6.4140512,Carrawaystick,,,peak,
53.2056250,-6.2597596,Knocknagun,,,peak,
53.2021397,-6.2396004,Prince William's Seat,,,peak,
53.1661427,-6.1160676,Little Sugar Loaf,,,peak,
53.0094144,-6.2761332,Trooperstown Falls,,,waterfall,
53.2479866,-6.4751592,Saggart Hill,,,peak,
53.2169715,-6.3821609,Seahan,,,peak,
53.2391432,-6.2450959,Two Rock Mountain,,,peak,
53.2080863,-6.4515195,Dowry,,,peak,
53.1697235,-6.4736295,Woodend Hill,,,peak,
53.2475233,-6.5763959,Kill Hill,,,peak,
53.0448281,-6.3425644,Mall Hill,,,peak,
53.1789793,-6.5693206,,,,peak,
53.1793632,-6.4500953,,,,peak,
53.1825218,-6.5962587,,,,peak,
53.1891708,-6.5687382,,,,peak,
53.2011741,-6.6131201,,,,peak,
53.2037209,-6.5842893,,,,peak,
53.2068547,-6.5524863,,,,peak,
53.2254862,-6.5436889,,,,peak,
53.2262497,-6.4950869,Cupidstown Hill,,,peak,
53.2306744,-6.5650696,,,,peak,
53.2581127,-6.5646528,Black Hill,,,peak,
53.1431411,-6.3934338,,,,peak,
53.1532651,-6.3535610,,,,peak,
53.1570687,-6.3850641,,,,peak,
53.0324485,-6.4859527,Carrig,,,peak,
53.0571696,-6.5569442,Knocknaboley,,,peak,
53.0414016,-6.5210390,Round Hill,,,peak,
53.0894659,-6.5746477,,,,peak,
53.0256783,-6.1493506,,,,peak,
53.2463294,-6.2380896,Three Rock Mountain,,,peak,
53.2428311,-6.3818307,Slievenabawnoge,,,peak,
52.9662179,-6.3868348,Carrawaystick Waterfall,,,waterfall,
52.9555728,-6.3820871,Clohernagh,,,peak,
52.9696691,-6.3575199,,,,peak,
52.9743158,-6.5163163,Camarahill,,,peak,
52.9961064,-6.4939146,Leoh Mountain,,,peak,
52.9752805,-6.3912129,Ballinafunshoge Waterfall,,,waterfall,
52.9848883,-6.1948510,,,,peak,
53.0233571,-6.2916901,Paddock Hill,,,peak,
53.0017437,-6.6199468,,,,peak,
52.9735834,-6.6747733,,,,peak,
52.9729470,-6.6029175,,,,peak,
53.1506855,-6.1832311,Long Hill,,,peak,
53.1808506,-6.2280359,Knockree,,,peak,
53.0612435,-6.1445335,Callowhill,,,peak,
53.0564328,-6.1184620,Dunranhill,,,peak,
53.2400077,-6.3440297,Spinkeen,,,peak,
53.2129027,-6.4145727,Butter Mountain,,,peak,
53.2525148,-6.4105280,,,,peak,
53.2636692,-6.4124094,,,,peak,
53.2463133,-6.4134039,,,,peak,
53.2608031,-6.4379268,Verschoyle's Hill,,,peak,
53.2336552,-6.3936582,Black Hill,,,peak,
53.1219780,-6.4452921,Black Hill,,,peak,
53.2520806,-6.3442041,Slieve Gorra,,,peak,
53.1958138,-6.3054015,,,,peak,
53.0402518,-6.2344301,,,,peak,
53.2614863,-6.0986133,Killiney Bay,,,bay,
53.2599627,-6.2558706,Telshaun Hill,,,peak,
53.1801539,-6.3078257,,,,peak,
53.1570133,-6.3070125,Spot 538,,,peak,
53.0162281,-6.2469213,,,,peak,
53.2141558,-6.5101751,,,,peak,
53.0114074,-6.5467252,,,,peak,
53.0065700,-6.5083036,Knocknamoonion,,,peak,
53.0936645,-6.6197832,,,,peak,
53.1433216,-6.6651369,,,,peak,
52.9521389,-6.2963438,,,,peak,
53.0557415,-6.7587499,Brewel Hill,,,peak,
53.0411173,-6.7019065,,,,peak,
53.0646448,-6.6656757,Friar Hill,,,peak,
53.0183465,-6.7704535,,,,peak,
53.0188112,-6.6835092,,,,peak,
52.9947582,-6.6876138,Ballyhook Hill,,,peak,
53.1629511,-6.1549279,Sugarlump,,,peak,
53.1476012,-6.4430947,Sorrel Hill,,,peak,
53.3389211,-6.8267624,Crockberry Hill,,,peak,
53.3248437,-6.5852300,Saint Patrick's Hill,,,peak,
52.9897291,-6.2473882,Boot Hill,,,peak,
53.5602701,-6.4590797,Windmill Hill,,,peak,
