51.5432671,-3.2943361,The Garth,,,peak,
51.5439370,-3.2232070,Wenallt,,,peak,
51.4830576,-3.2992070,,residential,,,
51.5032741,-3.1647413,Woodland Rise,residential,,,
51.5345912,-3.2327253,Woodhill,,,peak,
51.5542466,-3.2007750,Craig Llanishen,,,peak,
51.4779015,-3.1787404,,military,,,
51.4950712,-3.1921408,3,residential,,,
51.4947770,-3.1917951,2,residential,,,
51.4944453,-3.1914430,1,residential,,,
51.4481192,-3.1845350,Bayscape,residential,,,
51.4526464,-3.1811055,Tiger Quay,residential,,,
51.4492812,-3.1850687,Abbott's Quay,residential,,,
51.4839898,-3.2232969,,residential,,,
51.5456480,-3.2599957,,,,cliff,
51.4875415,-3.1610948,Ashwood Court,residential,,,
51.4874075,-3.1605740,Norwood Court,residential,,,
51.4876247,-3.1615649,Elmwood Court,residential,,,
51.4877089,-3.1620368,Lynwood Court,residential,,,
51.4646899,-3.1592141,Altair House,residential,,,
51.4643233,-3.1589269,Vega House,residential,,,
51.4647771,-3.1585183,Maia House,residential,,,
51.4651772,-3.1585136,Capella House,residential,,,
51.4655976,-3.1585183,Electra House,residential,,,
51.4660136,-3.1585229,Atlas House,residential,,,
51.4660037,-3.1593001,Aquila House,residential,,,
51.4934339,-3.1294251,,,,water,
51.4540293,-3.1588445,,,,water,
51.5119392,-3.1282640,,recreation_ground,,,
51.5159651,-3.1185181,,construction,,,
51.5290540,-3.1730347,Llanishen Reservoir,,,water,
51.5321877,-3.1698916,,,,water,
51.4729393,-3.1633242,Bute East Dock,,,water,
51.4434860,-3.2168724,Casehill Woods,forest,,,
51.4708734,-3.2659349,Western Cemetery,cemetery,,,
51.4348009,-3.2957696,,forest,,,
51.4463386,-3.2715691,Wenvoe Wood,forest,,,
51.4518201,-3.2699863,,forest,,,
51.4710349,-3.2786463,,forest,,,
51.4706781,-3.2814232,,forest,,,
51.4696874,-3.2943551,,forest,,,
51.4803248,-3.2259903,,allotments,,,
51.5195943,-3.1440565,Pentwyn Lake,,,water,
51.4588175,-3.2498018,Wenvoe Quarry,quarry,,,
51.4747907,-3.1998569,Ninian Park,residential,,,
51.4694334,-3.2003005,Leckwith Droves Allotments,allotments,,,
51.4383601,-3.2374623,,forest,,,
51.4413265,-3.2491610,,forest,,,
51.4710664,-3.2530203,,recreation_ground,,,
51.4908916,-3.2473221,,allotments,,,
51.4919771,-3.1457271,City Link Retail Park,retail,,,
51.4667698,-3.2555361,,forest,,wood,
51.4739716,-3.1854170,,grass,,,
51.4740546,-3.1843533,,grass,,,
51.4741377,-3.1833440,,grass,,,
51.5004252,-3.1804944,Cathays Cemetery,cemetery,,,
51.5059145,-3.1803624,Cathays Cemetery,cemetery,,,
51.4643620,-3.2716633,,,,water,
51.4782773,-3.1839834,River Taff,,,water,
51.4739615,-3.1819614,River Taff,,,water,
51.5280750,-3.2107878,,recreation_ground,,,
51.5352391,-3.2215587,Wenallt Reservoir (Covered),,,water,
51.5376427,-3.2090273,Thornhill Cemetery,cemetery,,,
51.5307783,-3.2077990,,recreation_ground,,,
51.5269985,-3.2218423,,recreation_ground,,,
51.5263131,-3.2334049,,cemetery,,,
51.5225976,-3.2136878,,grass,,,
51.5285851,-3.2293527,,residential,,,
51.4997541,-3.2250432,,recreation_ground,,,
51.5248878,-3.2184238,,residential,,,
51.5291654,-3.2144628,,residential,,,
51.5232513,-3.2067526,,residential,,,
