53.3432691,-6.2164699,Poolbeg Yacht & Boat Club,attraction,,,,,,
53.3514644,-6.3559151,West County Hotel,hotel,,,,,,
53.3492426,-6.2604887,General Post Office,attraction,,,,,,
53.3483843,-6.2875394,"National Museum of Ireland, Collins' Barracks",museum,,,,,,
53.3480011,-6.2579869,Clifton Court Hotel,hotel,,,,,,
53.3088664,-6.2230723,Noah’s Egg,artwork,,,,,,
53.4044085,-6.2457448,Crowne Plaza Hotel Northwood,hotel,,,,,,
53.3336102,-6.2479054,Patrick Kavanagh,artwork,,,,,,
53.3367853,-6.2577280,The Three Fates,artwork,,fountain,,,,
53.3395516,-6.2663430,Avalon House,hostel,,,,,,
53.3741096,-6.2520715,ABC House B&B,guest_house,,,,,,
53.3743958,-6.2519218,Azalea Lodge B&B,guest_house,,,,,,
53.3509496,-6.2603275,Discover Ireland Centre,information,,,,,,
53.3256584,-6.2249092,Clayton Hotel,hotel,,,,,,
53.4043233,-6.2446897,Express by Holiday Inn,hotel,,,,,,
53.3422615,-6.2839544,Saint James' Gate,attraction,,,,,,
53.3706356,-6.0552290,,viewpoint,,,,,,
53.3856881,-6.0513797,Cliffs of Howth,viewpoint,,,,,,
53.3957840,-6.3902944,Crowne Plaza,hotel,,,,,,
53.3430949,-6.2640110,Central Hotel,hotel,,,,,,
53.3795544,-6.0822313,Aideen's Dolmen,attraction,archaeological_site,,,,,
53.3441672,-6.2505382,Science Gallery,museum,,,,,,
53.3239039,-6.2694445,Clara House,guest_house,,,,,,
53.3405884,-6.3141848,Toni's,picnic_site,,fast_food,,,,
53.3392400,-6.2571721,Cliff Town House,hotel,,,,,,
53.2857364,-6.2848925,,viewpoint,,,,,,
53.3414135,-6.2615173,The Westbury Hotel,hotel,,,,,,
53.2400483,-6.3201908,,viewpoint,,,,,,
53.2536685,-6.2842446,Larch Hill Scouting Center,hostel,,,,,,
53.3354420,-6.2645588,Times Hostel,hostel,,,,,,
53.3439026,-6.2564874,Book of Kells,attraction,,,,,,
53.2938553,-6.1284702,Geographic Pointer,viewpoint,,,,,,
53.3732109,-6.0834155,,viewpoint,,,,,,
53.3451227,-6.2666929,Clarence Hotel,hotel,,,,,,
53.2899033,-6.1285251,Bandstand,attraction,,,,,,
53.2840357,-6.3758166,Maldron Tallaght,hotel,,,,,,
53.3452744,-6.2657613,Temple Bar Properties,information,,,,,,
53.3481166,-6.2770756,Old Jameson Distillery,museum,,,,,,
53.2692473,-6.0982804,Hawk Cliff,picnic_site,,,,,,
53.3480605,-6.2909033,Ashling Hotel,hotel,,,,,,
53.3258072,-6.2428691,Hampton Hotel,hotel,,,,,,
53.2657159,-6.1119983,,viewpoint,,,,,,
53.2656551,-6.1110568,,viewpoint,,,,,,
53.2644885,-6.1120674,,viewpoint,,,,,,
53.3456119,-6.2640021,The Library Project,gallery,,,,,,
53.3437977,-6.2559019,Sphere Within Sphere,artwork,,,,,,
53.3265053,-6.2533908,Richard Crosbie Statue,artwork,,,,,,
53.3486512,-6.2547568,James Connolly Memorial,artwork,,,,,,
53.2949416,-6.1485784,Marina House,hostel,,,,,,
53.2889563,-6.1257146,Windsor Lodge,guest_house,,,,,,
53.2848616,-6.1457968,Santa Cruz Bed & Breakfast,guest_house,,,,,,
53.3490908,-6.2599455,Jim Larkin 1876-1947,artwork,,,,,,
53.2866091,-6.1322561,Darthogue Guest House,guest_house,,,,,,
53.3456308,-6.2636074,Temple Bar Gallery,museum,,,,,,
53.3473207,-6.2653244,Stay City Dublin,apartment,,,,,,
53.3467570,-6.2634324,Meeting Place,artwork,,,,,,
53.3439545,-6.2740126,Saint Audoen's Gate,attraction,city_gate,,,,,
53.2891085,-6.1325566,Anner Guest House,guest_house,,,,,,
53.2887307,-6.1289663,Anne's Grove B&B,guest_house,,,,,,
53.2873823,-6.1301685,Seaview House B&B,guest_house,,,,,,
53.2859055,-6.1167717,Tara Hall,guest_house,,,,,,
53.3412278,-6.2644209,Drury Court Hotel,hotel,,,,,,
53.3622654,-6.4463084,,viewpoint,,,,,,
53.3701884,-6.2771440,Grave of Daniel O'Connell,attraction,monument,,,,,
53.3549154,-6.2467040,The Five Lamps,artwork,,,,,,"Ornate lamp standard and disused water font, not a custom artwork."
53.3492800,-6.2516510,Universal Links on Human Rights,artwork,,,,,,
53.2636481,-6.1586430,,information,,,,,,
53.2618984,-6.1535724,Cabinteely Park,information,,,,,,
53.3498202,-6.2839695,The Joinery,gallery,,,,,,
53.3252487,-6.2405140,Morehampton Townhouse,hotel,,,,,,
53.3509302,-6.1622315,Stella Maris - Star of the Sea,artwork,,,,christian,,
53.3497086,-6.2377652,Concierge,information,,,,,,
53.3478378,-6.2432261,The Spencer,hotel,,,,,,
