48.8644952,2.3495828,Tiquetonne Hôtel,hotel,,,,,,
48.8713219,2.3426051,Tryp Hôtel Paris François,hotel,,,,,,
48.8649114,2.3469659,Hôtel Victoires Opéra,hotel,,,,,,
48.8662848,2.3574075,Grand Hôtel des Arts et Métiers,hotel,,,,,,
48.8548144,2.3661103,Maison de Victor Hugo,museum,,,,,,
48.8460247,2.3981137,Hôtel Royal Bel Air,hotel,,,,,,
48.8421016,2.3032187,Hôtel Carladez Cambronne,hotel,,,,,,
48.8399264,2.3032478,Novotel Paris Vaugirand Montparnasse,hotel,,,,,,
48.8554206,2.3183101,,artwork,,post_box,,,,
48.8226911,2.2734484,Musée de la Carte à Jouer et Galerie d'Histoire de la Ville,museum,,,,,,
48.8471379,2.3013512,Hôtel Ibis Cambronne,hotel,,,,,,
48.8384924,2.3151043,Novotel Paris Gare Montparnasse,hotel,,,,,,
48.8261138,2.2781477,Hôtel Moderne,hotel,,,,,,
48.8784720,2.3582756,Hôtel Kuntz,hotel,,,,,,
48.8454273,2.3241304,Hôtel Le Littré,hotel,,,,,,
48.8717563,2.3927092,Hôtel Ermitage,hotel,,,,,,
48.8733283,2.3004615,Hôtel Balzac,hotel,,,,,,
48.8725130,2.3148624,Lelong & Co.,gallery,,,,,,
48.8766342,2.2907798,Hôtel Acacias Etoile,hotel,,,,,,
48.8706664,2.3304172,Le Grand Hôtel Intercontinental,hotel,,,,,,
48.8273283,2.3211689,Ibis,hotel,,,,,,
48.8685845,2.3500131,Hôtel Royal Aboukir,hotel,,,,,,
48.8574419,2.3062436,Grand Hôtel Leveque,hotel,,,,,,
48.8684048,2.3213802,Hôtel Sofitel Le Faubourg,hotel,,,,,,
48.8728474,2.3193054,"Maison Astor Paris, Curio Collection by Hilton",hotel,,,,,,
48.8672946,2.3655334,Crowne Plaza,hotel,,,,,,
48.8567926,2.3055714,Hôtel Valadon,hotel,,,,,,
48.8583440,2.2912461,Vedettes de Paris,attraction,,,,,,
48.8631314,2.4154137,Novotel Paris Est,hotel,,,,,,
48.8234066,2.2730739,Classics - Parc Des Expositions,hotel,,,,,,
48.8689702,2.3336520,Hôtel États-Unis Opéra,hotel,,,,,,
48.8690718,2.3338065,Hôtel L'Horset Opéra,hotel,,,,,,
48.8407077,2.2993225,Hôtel Val Girard,hotel,,,,,,
48.8467419,2.2878241,Alizé Grenelle,hotel,,,,,,
48.8472201,2.2858925,Beaugrenelle Saint-Charles,hotel,,,,,,
48.8706403,2.3297901,Hôtel Scribe,hotel,,,,,,
48.8376960,2.3062844,Mercure Paris Montparnasse Pasteur,hotel,,,,,,
48.8486639,2.3494402,Centre international Paris Quartier Latin,hostel,,,,,,
48.8515712,2.3435199,Hôtel Cluny Square,hotel,,,,,,
48.8497957,2.3426515,Hôtel de Suez,hotel,,,,,,
48.8321555,2.3588862,Hôtel de la place des Alpes,hotel,,,,,,
48.8153394,2.4116258,Chinagora,hotel,,,,,,
48.8787433,2.3802759,,viewpoint,,,,,,
48.8810863,2.3830748,Belvédère de la Sibylle,viewpoint,,,,,,
48.8551205,2.3589562,Maison Européenne de la Photographie,museum,,arts_centre,,,,
48.8772727,2.3543165,Mademoiselle,hotel,,,,,,
48.8695018,2.3546892,Musée de l'Eventail,museum,,,,,,
48.8688245,2.3670300,Promenade Canal St. Martin,attraction,,,,,,
48.8521855,2.3472903,Robinier du square René Viviani,attraction,,,,,tree,labellisé « Arbre remarquable de France » https://fr.wikipedia.org/wiki/Arbres_remarquables_de_France
48.8506769,2.3924817,Hôtel du Prince Eugène,hotel,,,,,,
48.8773262,2.3756412,,viewpoint,,,,,,
48.8391530,2.3974700,Grand Hôtel Doré,hotel,,,,,,
48.8452340,2.3101111,Hôtel Sublim Eiffel,hotel,,,,,,
48.8707687,2.3598696,Hôtel Albouy,hotel,,,,,,
48.8780025,2.3475708,Relais du Pré,hotel,,,,,,
48.8775316,2.3471837,Hôtel du Pré,hotel,,,,,,
48.8784021,2.3475786,Résidence du Pré,hotel,,,,,,
48.8537719,2.3323137,Au Manoir Saint-Germain des Prés,hotel,,,,,,
48.8831159,2.3425480,Adagio Paris Montmartre,hotel,,,,,,
48.8481953,2.3419715,Hôtel Cujas Panthéon,hotel,,,,,,
48.8616330,2.3340447,Place du Carrousel,attraction,,,,,,
48.8271300,2.3482326,Hôtel Saint-Charles,hotel,,,,,,
48.8316922,2.3218269,Montparnasse Rive Gauche,hotel,,,,,,
48.8305203,2.3549865,Citadines Place d'Italie,hotel,,,,,,
48.8616153,2.3542965,Musée de la Poupée,museum,,,,,,
48.8623660,2.3645188,Turenne enfant,artwork,,,,,,
48.8391823,2.3706120,Danse de la Fontaine Émergente,artwork,,fountain,,,,
48.8500236,2.2797012,Statue de la Liberté (maquette répliquée),artwork,monument,,,,,Réplique de la maquette originale (qui se trouve au musée des arts et métiers à Paris) qui fut utilisée par l'ingénieur Eiffel pour créer la Statue de la Liberté de New-York.
48.8493663,2.4164765,Ibis Budget,hotel,,,,,,
48.8350411,2.4053733,Ibis,hotel,,,,,,
48.8360061,2.4060195,,hotel,,,,,,
48.8363649,2.4036639,L'Interlude,hotel,,,,,,
48.8665538,2.4164224,Ibis Budget Porte de Bagnolet,hotel,,,,,,
48.8665731,2.4168062,Ibis Porte de Bagnolet,hotel,,,,,,
48.8351933,2.3876342,Hôtel Kyriad,hotel,,,,,,
48.8388012,2.3804572,Novotel Paris Bercy,hotel,,,,,,
48.8384022,2.3811331,Hôtel Ibis Styles Paris-Bercy,hotel,,,,,,
48.8715269,2.3441475,Brebant,hotel,,,,,,
48.8746470,2.3057595,Hôtel Plaza Élysées,hotel,,,,,,
48.8824615,2.3498469,Hôtel Altona,hotel,,,,,,
48.8118969,2.4161774,,hotel,,,,,,
48.8149385,2.4187394,adagio express,hotel,,,,,,
48.8337437,2.3322959,Catacombes de Paris,museum,,,,,,
48.8337574,2.3175871,Hôtel Cabane,hotel,,,,,,
48.8150987,2.4202526,Au Petit Caporal,hotel,,restaurant,,,,
48.8367389,2.3923200,Wattignies Hôtel,hotel,,,,,,
48.8561113,2.3406430,Fontaine Wallace,artwork,,drinking_water,,,,
48.8430418,2.4051424,Hôtel Allegro,hotel,,,,,,
48.8844757,2.3382719,Fontaine Wallace,artwork,,drinking_water,,,,
48.8458297,2.3717725,Terminus - Lyon,hotel,,,,,,
48.8493585,2.3744491,Hôtel Albe Bastille,hotel,,,,,,
48.8468441,2.3725504,Viator,hotel,,,,,,
48.8472258,2.3726440,Hôtel du Midi,hotel,,,,,,
48.8467471,2.3717077,Holiday Inn,hotel,,,,,,
48.8439963,2.3550311,Fontaine Cuvier,attraction,yes,drinking_water,,,,
48.8470172,2.3723416,Hôtel Saint-Hubert,hotel,,,,,,
48.8462447,2.3719493,Azur,hotel,,,,,,
48.8468976,2.3728340,Lyon Bastille,hotel,,,,,,
48.8444405,2.3728366,Hôtel Mercure Paris Gare de Lyon TGV,hotel,,,,,,
48.8460864,2.3771827,Concordia,hotel,,,,,,
48.8458926,2.3755308,Hôtel Helvetia,hotel,,,,,,
48.8474633,2.3712106,Hôtel de Marseille,hotel,,,,,,
48.8473704,2.3710629,Hôtel Alexandrie,hotel,,,,,,
48.8472924,2.3712576,Nièvre Hôtel,hotel,,,,,,
48.8470930,2.3706217,Modern's,hotel,,,,,,
48.8469719,2.3704290,Bel Oranger,hotel,,,,,,
48.8468671,2.3702623,Hôtel de l'Aveyron,hotel,,,,,,
48.8468041,2.3701620,TimHotel Gare de Lyon,hotel,,,,,,
48.8457840,2.3705756,Aurore Best Western,hotel,,,,,,
48.8267472,2.3324515,Le Myosotis,hotel,,,,,,
48.8777711,2.3550052,Hôtel Europe,hotel,,,,,,
48.8470895,2.3710844,Hôtel Mignon,hotel,,,,,,
48.8499435,2.3756832,Alcyon,hotel,,,,,,
48.8805363,2.3247765,Fontaine Wallace,artwork,,drinking_water,,,,
48.8795193,2.3372522,Fontaine Wallace,artwork,,drinking_water,,,,
48.8849654,2.3524798,Fontaine Wallace,artwork,,drinking_water,,,,
48.8551549,2.3558324,Fontaine Wallace,artwork,,drinking_water,,,,
48.8670855,2.3530694,Fontaine Wallace,artwork,,drinking_water,,,,
48.8648656,2.3631280,Fontaine Wallace -Nathalie Lemel,artwork,,fountain,,,,
48.8674954,2.3585735,Fontaine Wallace,artwork,,fountain,,,,
48.8548916,2.3050685,Hôtel Prince,hotel,,,,,,
48.8471437,2.3484561,Le central,hotel,,,,,,
48.8196937,2.3762012,Comfort Hotel Paris Porte d'Ivry,hotel,,,,,,
48.8565619,2.3273421,Hôtel Pont Royal,hotel,,,,,,
48.8710747,2.3050358,Hôtel Marriott,hotel,,,,,,
48.8333040,2.3565158,Hôtel Coypel,hotel,,,,,,
48.8332931,2.3560025,Hôtel des Ecrivains,hotel,,,,,,
48.8491878,2.3423254,Hôtel Le Lapin Blanc,hotel,,,,,,
48.8513487,2.3459334,Cadran Solaire de Dali,artwork,,,,,,
48.8372419,2.2966261,,information,,,,,,
48.8371967,2.2971923,Convention Montparnasse,hotel,,,,,,
48.8530887,2.3447118,Albe Hôtel Saint-Michel,hotel,,,,,,
48.8226105,2.3165692,Hôtel F1 porte de Chatillon,hotel,,,,,,
48.8288534,2.2822756,Hôtel Luxor,hotel,,,,,,
48.8567159,2.3418236,Hôtel Henri IV,hotel,,,,,,
48.8593629,2.3451569,Rue Bertin Poirée,hotel,,,,,,
48.8578252,2.3467061,Hôtel Victoria Châtelet,hotel,,,,,,
48.8582914,2.3464129,Hôtel Britannique,hotel,,,,,,
48.8552314,2.3471593,Édicule Guimard,artwork,,,,,,
48.8600524,2.3422352,PA1264 dans le musée en herbe,artwork,,,,,,
48.8592331,2.3402217,Sweet Inn,apartment,,,,,,Anciennement : L'Artisan Parfumeur
48.8637204,2.3325149,Hôtel Regina,hotel,,,,,,
48.8624633,2.3483294,Ancienne Ruche,artwork,,,,,,
48.8629978,2.3484965,Le Petit Bouillon Pharamond,attraction,,restaurant,,,,
48.8629786,2.3356640,Hôtel du Louvre,hotel,,,,,,
48.8648471,2.3365400,Hôtel Louvre Piémont,hotel,,,,,,
48.8640595,2.3341241,Hôtel Normandy,hotel,,,,,,
48.8664704,2.3357313,Hôtel Louvre Saint-Anne,hotel,,,,,,
48.8667958,2.3359208,Hôtel Opéra Maintenon,hotel,,,,,,
48.8659945,2.3315480,Hôtel Prince Albert Louvre,hotel,,,,,,
48.8488056,2.2881429,Hôtel de l'Exposition - Tour Eiffel,hotel,,,,,,
48.8650960,2.3319535,Londres Saint-Honoré,hotel,,,,,,
48.8648386,2.3290501,Hôtel Brighton,hotel,,,,,,
48.8668168,2.3257587,Meliã Vendôme,hotel,,,,,,
48.8687107,2.3252026,Hôtel Opera Richepanse,hotel,,,,,,
48.8678589,2.3361955,casa jone,apartment,,,,,,
48.8547614,2.3395044,Hôtel d'Aubusson,hotel,,,,,,
48.8105676,2.3884401,Ivry Bar,hotel,,restaurant,,,,
48.8669158,2.3394407,Eurydice mordue par un serpent,artwork,,,,,,
48.8692604,2.3339332,Hôtel France d'Antin,hotel,,,,,,
48.8692690,2.3340349,Hôtel France d'Antin,hotel,,,,,,
48.8748178,2.3602198,Hôtel à la Villa Saint-Martin,hotel,,,,,,
48.8643625,2.3475928,Invader drapeau,artwork,,,,,,
48.8675776,2.3525271,Musée du Graffiti,museum,,,,,,virtual museum
48.8512172,2.3598878,Hollmann in Paris,hotel,,,,,,
48.8527864,2.3423027,Holiday Inn Paris Notre-Dame,hotel,,,,,,
48.8524421,2.3546323,Hôtel de Lutèce,hotel,,,,,,
48.8525926,2.3542186,Hôtel Saint-Louis,hotel,,,,,,
48.8523187,2.3549674,Hôtel les Deux Iles,hotel,,,,,,
48.8277692,2.2733630,Le Gabriel,hotel,,,,,,
48.8722043,2.3250526,Folkestone Opéra,hotel,,,,,,
48.8734124,2.3240936,Sydney Opéra,hotel,,,,,,
48.8598950,2.3541682,PA156,artwork,,,,,,
48.8586565,2.3537620,D'win,hotel,,,,,,
48.8267304,2.3324502,,hotel,,,,,,
48.8583361,2.3560324,Hôtel de la Bretonnerie,hotel,,,,,,
48.8691274,2.3007665,Prince de Galles,hotel,,,,,,
48.8555439,2.3632131,Hôtel Jeanne d'Arc,hotel,,,,,,
48.8550844,2.3634743,Hôtel Turenne,hotel,,,,,,
48.8447999,2.3521399,Hôtel des Nations Saint-Germain,hotel,,,,,,
48.8523982,2.3636825,Hôtel Saint-Louis Marais,hotel,,,,,,
48.8639163,2.3520023,Les Bains Paris,hotel,,restaurant,,,,
48.8668763,2.3534143,PA956 au dessus du bistrot,artwork,,,,,,
48.8684818,2.3557047,Hôtel du Plat d'Étain,hotel,,,,,,
48.8682462,2.3617582,Hôtel de la Paix République,hotel,,,,,,
48.8678710,2.3558815,Nazareth,hotel,,,,,,
48.8675770,2.3571018,Rue Notre,guest_house,,,,,,
48.8652805,2.3564871,PA193 rouge et vert,artwork,,,,,,
48.8619480,2.3569100,PA491 pê désactivé,artwork,,,,,,
48.8476512,2.3517453,Hôtel Quartier Latin,hotel,,,,,,
48.8509165,2.3498569,Galerie Maître Albert,gallery,,,,,,
48.8688011,2.3433065,,information,,,,,,
48.8609881,2.3789048,Gardette Park Hôtel,hotel,,,,,,
48.8422950,2.3202566,Miramar,hotel,,,,,,
48.8430653,2.3214055,Timhotel Montparnasse,hotel,,,,,,
48.8644007,2.3662811,Printania,hotel,,,,,,
48.8657827,2.3089125,Hôtel la Résidence du Roy,hotel,,,,,,
48.8442494,2.3422817,Hôtel Gay-Lussac,hotel,,,,,,
48.8811018,2.3654227,Hôtel Paris Louis Blanc,hotel,,,,,,
48.8675046,2.3539915,Little Palace Hotel,hotel,,,,,,
48.8496648,2.3402192,Hôtel Saint-Paul Rive Gauche,hotel,,,,,,
48.8480587,2.3392944,Fontaine Médicis,attraction,shieling,fountain,,,,
48.8765005,2.3633978,,information,,,,,,Carte des bâtiments autour de la place Raoul Follereau
48.8573223,2.3805565,Hipotel Paris Voltaire Bastille,hotel,,,,,,
48.8695299,2.3591713,Hôtel Taylor,hotel,,,,,,
48.8377970,2.3464058,One by the Five,hotel,,,,,,
48.8758832,2.3589377,Holiday Inn : Gare de L'est,hotel,,,,,,
48.8428926,2.3298403,Hôtel Jardin Le Bréa,hotel,,,,,,
48.8403368,2.3352328,Urban Gallery Paris,attraction,,,,,,
48.8523222,2.3307449,,hotel,,,,,,
48.8534652,2.3360798,Artus Hotel,hotel,,,,,,"Situé Rive Gauche en plein cœur de Saint-Germain-des-Prés, l’Hôtel Artus dévoile une atmosphère aussi chaleureuse que sophistiquée. Auréolé de 4 étoiles, l'hôtel parisien revisite avec élégance le style décoratif des années 50."
48.8548504,2.3377939,,guest_house,,,,,,
48.8535941,2.3383125,Le Petit Trianon,hotel,,,,,,
48.8660456,2.3145051,Musée du Petit Palais,museum,,,,,,
48.8708870,2.3092693,Hôtel Beauchamps,hotel,,,,,,
48.8704088,2.3106942,Hôtel du Rond-Point des Champs-Élysées,hotel,,,,,,
48.8700870,2.3111689,Hôtel Elysée Park,hotel,,,,,,
48.8700445,2.3113231,Hôtel Mathis Élysées,hotel,,,,,,
48.8731008,2.3097181,Le 123 Elysées,hotel,,,,,,
48.8730746,2.3180911,Hôtel Élysées 8,hotel,,,,,,
48.8729256,2.3237568,Royal Madeleine,hotel,,,,,,
48.8722936,2.3258193,Hôtel Opal,hotel,,,,,,
48.8817197,2.3472812,Vintage Hostel Gare du Nord,hotel,,,,,,
48.8818743,2.3221457,Hôtel Berne Opéra,hotel,,,,,,
48.8784319,2.3268251,Hôtel Exe Paris Centre,hotel,,,,,,
48.8765921,2.3270551,Grand Hôtel du Havre,hotel,,,,,,
48.8768790,2.3270689,Hôtel Britannia,hotel,,,,,,
48.8767937,2.3270652,Hôtel de Dieppe,hotel,,,,,,
48.8837078,2.3286418,Hôtel Alizé Montmartre,hotel,,,,,,
48.8753232,2.3164052,,artwork,,,,,,
48.8756281,2.3041375,Pley Hotel,hotel,,,,,,
48.8750868,2.3048590,Le Friedland,hotel,,,,,,
48.8737055,2.3062317,Champs-Élysées Plaza,hotel,,,,,,
48.8726755,2.3049470,Hôtel California,hotel,,,,,,
48.8704404,2.3077470,Hôtel du Colisée,hotel,,,,,,
48.8717742,2.2984126,Hôtel Amarante Champs-Élysées,hotel,,,,,,
48.8625656,2.3298422,,artwork,,,,,,vase
48.8633437,2.3294402,,artwork,,,,,,
48.8631911,2.3287419,,artwork,,,,,,
48.8627863,2.3299951,,artwork,,,,,,vase
48.8632941,2.3293099,,artwork,,,,,,
48.8632007,2.3288874,,artwork,,,,,,
48.8668308,2.3028826,Hôtel de la Trémoille,hotel,,,,,,
48.8686655,2.2984695,Hôtel Élysées Régencia,hotel,,,,,,
48.8549543,2.3045853,Hôtel La Bourdonnais,hotel,,,,,,
48.8547458,2.3065559,Hôtel Le Walt,hotel,,,,,,
48.8736939,2.3003734,Hôtel de Vigny,hotel,,,,,,
48.8769651,2.3069884,L'Hôtel du Collectionneur,hotel,,,,,,
48.8731462,2.3024152,Hötel Mayflower,hotel,,,,,,
48.8712990,2.2981147,Hôtel Ekta Champs Elysées,hotel,,,,,,
48.8690928,2.3022321,Pershing Hall,hotel,,restaurant,,,,
48.8153005,2.3754495,Au Soleil Levant,hotel,,,,,,
48.8655646,2.3199010,,artwork,,,,,,
48.8665695,2.3215417,,artwork,,,,,,
48.8660582,2.3202620,,artwork,,,,,,
48.8650180,2.3220832,,artwork,,,,,,
48.8663710,2.3221632,,artwork,,,,,,
48.8643839,2.3207120,,artwork,,,,,,
48.8652707,2.3222706,,artwork,,,,,,
48.8519229,2.3295722,Le Centaure,artwork,,,,,,
48.8457239,2.3448389,Les Dames du Panthéon,hotel,,,,,,
48.8813609,2.3620199,Hôtel de l'Acqueduc,hotel,,,,,,
48.8801030,2.3594914,Hôtel Mercure Paris Gare du Nord La Fayette,hotel,,,,,,
48.8688585,2.3305811,Park Hyatt Paris -Vendome,hotel,,,,,,
48.8788369,2.3643037,Hôtel de France,hotel,,,,,,
48.8797564,2.3574795,Hôtel habituel,hotel,,,,,,
48.8482637,2.3932794,Paradiso,hotel,,,,,,
48.8789596,2.3632481,Excelsior Hôtel Varlin,hotel,,,,,,
48.8830707,2.3660649,Grand Hôtel de l'Univers-Nord,hotel,,,,,,
48.8602845,2.3247488,Musée de la Légion d'Honneur et des Ordres de Chevalerie,museum,,,,,,
48.8318013,2.3866661,Hôtel Pullman Paris Bercy,hotel,,,,,,
48.8795548,2.3363831,Hôtel George Opera,hotel,,,,,,
48.8559492,2.3460263,Conciergerie,museum,castle,,,,,
48.8750728,2.3584139,Hôtel Sibour,hotel,,,,,,
48.8278735,2.3796577,Appart'City,hotel,,,,,,
48.8601540,2.3183179,Bourgogne et Montana Hôtel,hotel,,,,,,"Au cœur du très chic 7ème arrondissement, à proximité du Musée d’Orsay, de Saint-Germain-des-Prés et de la Concorde, un joyau réserve ses splendeurs aux seuls initiés : l'Hôtel Bourgogne & Montana. Admirable demeure de l’élite parisienne, cet hôtel partic"
48.8569907,2.3172527,Hôtel de Varenne,hotel,,,,,,
48.8316177,2.3780517,Fontaine Wallace,artwork,,fountain,,,,
48.8649132,2.4052002,Fontaine Wallace,artwork,,drinking_water,,,,
48.8488897,2.3684401,Hôtel des Trois Gares,hotel,,,,,,
48.8448068,2.3524819,Hôtel Acte V,hotel,,,,,,
48.8647693,2.3649321,Hôtel Américain,hotel,,,,,,
48.8292387,2.3609480,,information,,,,,,Affichage des conseils de quartier
48.8319987,2.3603119,Untitled,artwork,,,,,,
48.8713885,2.2935692,Hôtel Raphael,hotel,,,,,,
48.8664199,2.2892440,Hôtel Baltimore,hotel,,,,,,
48.8683658,2.2891023,Hôtel Pastel,hotel,,,,,,
48.8652994,2.2905368,Villa des ambassadeurs,hotel,,,,,,
48.8691051,2.2891789,Hôtel Victor Hugo,hotel,,,,,,
48.8696915,2.2846585,,information,,,,,,
48.8743938,2.2895014,Résidence Chalgrin,hotel,,,,,,
48.8646401,2.2886813,La Clef Tour Eiffel,hotel,,,,,,
48.8649125,2.2904741,,guest_house,,,,,,
48.8761867,2.2834356,Résidence Impériale,hotel,,,,,,
48.8494118,2.3809774,Color Design Hôtel,hotel,,,,,,
48.8383119,2.3229285,Holliday Inn,hotel,,,,,,
48.8634972,2.2784494,,information,memorial,,,,,
48.8667961,2.2782629,boyet place,guest_house,,,,,,
48.8586659,2.2826833,Hôtel Gavarni,hotel,,,,,,
48.8539095,2.3680433,Brasserie Bofinger,attraction,,restaurant,,,,
48.8412408,2.3134332,Hôtel Korner,hotel,,,,,,
48.8739957,2.3427413,Hôtel Jeff,hotel,,,,,,
48.8742380,2.2811266,Hôtel Résidence Foch,hotel,,,,,,
48.8191315,2.3037366,Séjours & Affaires Aparthotels,hotel,,,,,,
48.8575222,2.2845690,Musée du Vin,museum,,,,,,
48.8453955,2.3614522,Renard des Steppes,attraction,,,,,,
48.8449433,2.3611035,Takin,attraction,,,,,,
48.8455992,2.3601919,Markhor,attraction,,,,,,
48.8455431,2.3609958,Cheval de Przewalski,attraction,,,,,,
48.8460371,2.3613845,Tapir malais,attraction,,,,,,
48.8453994,2.3600622,Chèvres des montagnes rocheuses,attraction,,,,,,
48.8451325,2.3585787,Flamant des Caraïbes,attraction,,,,,,
48.8448648,2.3615333,Vigognes,attraction,,,,,,
48.8461195,2.3602750,Casoars à casque,attraction,,,,,,
48.8439161,2.3546908,Hôtel du Jardin des Plantes,hotel,,,,,,
48.8453639,2.3627007,Emeu,attraction,,,,,,
48.8449788,2.3620536,Oryx d'Arabie,attraction,,,,,,
48.8444375,2.3588595,Gaur,attraction,,,,,,
48.8450246,2.3589585,Pademelons,attraction,,,,,,
48.8448968,2.3592364,Sanglier de Visayas,attraction,,,,,,
48.8445478,2.3594168,Chèvres du Sénégal,attraction,,,,,,
48.8444060,2.3578617,Wallaby de Bennett,attraction,,,,,,
48.8447365,2.3584015,Bouquetins du Caucase,attraction,,,,,,
48.8451002,2.3603422,Goral,attraction,,,,,,
48.8443675,2.3593861,Anoa,attraction,,,,,,
48.8446411,2.3605583,Potamochère roux,attraction,,,,,,
48.8456992,2.3599700,Ara,attraction,,,,,,
