41.0111805,28.9558490,Yiğitalp Oteli,hotel,,,,,,
41.0059174,28.9691511,Hotel Grand Yavuz,hotel,,,,,,
41.0120319,28.9550405,Senator Hotel,hotel,,,,,,
41.0069969,28.9813746,Mavi Guesthouse,hotel,,,,,,
41.0057000,28.9791309,Aşkin Hotel,hotel,,,,,,
41.0055340,28.9790454,Blue House Hotel,hotel,,,,,,
41.0077027,28.9775749,,information,,,,,,
41.0056628,28.9751030,Yılanlı Sütun,attraction,column,,,,,
41.0144076,28.9772190,Hürriyet,hotel,,,,,,
41.0036760,28.9787990,Anzac Woodenhouse,hostel,,,,,,
41.0077048,28.9728627,Hotel Sultanhan,hotel,,,,,,
41.0079801,28.9728926,Hotel Pierre Loti,hotel,,,,,,
41.0085416,28.9716244,Çemberlitaş Hamamı,attraction,,public_bath,turkish_bath,,,
41.0070714,28.9499738,Fuar,hotel,,,,,,
41.0073937,28.9728174,Antea,hotel,,,,,,
41.0062809,28.9692413,Hotel Aziyadé,hotel,,,,,,
41.0126588,28.9569243,Telia,hotel,,,,,,
41.0054440,28.9799884,,hotel,,,,,,
41.0056099,28.9802244,,hotel,,,,,,
41.0057719,28.9804068,,hotel,,,,,,
41.0059216,28.9805999,,hotel,,,,,,
41.0053589,28.9802244,,hotel,,,,,,
41.0055128,28.9804068,,hotel,,,,,,
41.0056666,28.9805838,Acropol,hotel,,,,,,
41.0058083,28.9807448,Sultan,hotel,,,,,,
41.0060242,28.9810101,Orient Hostel,hotel,,,,,,
41.0043453,28.9802508,Sumengen Hotel,hotel,,,,,,
41.0045357,28.9801642,Obelisk Hotel - Best Western,hotel,,,,,,
41.0034679,28.9768052,,hotel,,,,,,
41.0048066,28.9800416,Bonjour Guesthouse,guest_house,,,,,,
41.0050810,28.9802166,Bahaus Hostel,guest_house,,,,,,
41.0046865,28.9802381,Acra Hotel,hotel,,,,,,
41.0061282,28.9813913,Hotel Peninsula,hotel,,,,,,
41.0049321,28.9790616,Nobel Hostel,hotel,,,,,,
41.0060606,28.9790426,Armagrandi Spina Hotel,hotel,,,,,,
41.0056825,28.9645057,istanbul port hotel,hotel,,,,,,
41.0048484,28.9733609,stone garden house,guest_house,,,,,,
41.0035378,28.9763370,Anatolia Suites Sultanahmet,hotel,,,,,,
41.0129563,28.9772993,Hotel Sapphire,hotel,,,,,,
41.0058967,28.9813541,Tulip gesthouse,hostel,,,,,,
41.0035569,28.9801446,Ahmet Efendi Evi,hotel,,,,,,
41.0035864,28.9815742,Best Western Citadel Hotel,hotel,,,,,,
41.0060081,28.9813381,Sebnem,hotel,,,,,,
41.0086300,28.9737573,Arife Sultan Hotel,hotel,,,,,,
41.0031733,28.9745331,Sultan’s Inn,hotel,,restaurant,,,,
41.0042694,28.9774490,Büyük Saray Mozaikleri Müzesi,museum,,,,,,
41.0238356,28.9736169,Osmanlı Bankası Müzesi,museum,,,,,,
41.0121490,28.9779399,Olimpiyat Hotel,hotel,,,,,,
41.0126710,28.9780810,Romance Hotel,hotel,,,,,,
41.0123127,28.9776721,Yasmak Sultan Hotel,hotel,,,,,,
41.0242509,28.9784036,Cheers Port House,hotel,,,,,,
41.0046397,28.9677540,Istanbul Photography Museum,museum,,,,,,
41.0050264,28.9679432,Ottoman Hotel,hotel,,,,,,
41.0125967,28.9781873,Faros Hotel,hotel,,,,,,
41.0100651,28.9780687,Zeynep Sultan Hotel,hotel,,,,,,
41.0054606,28.9720080,Divas Hotel,hotel,,,,,,
