47.8015915,13.0383282,,viewpoint,,,,,,
47.8086250,13.0413000,Pension,hotel,,,,,,
47.8022003,13.0432934,Hotel Sacher,hotel,,,,,,
47.8047690,13.0480584,Altstadthotel Wolf-Dietrich,hotel,,,,,,
47.8027394,13.0456096,Hotel Schwarzes Rössl,hotel,,,,,,
47.8024277,13.0455222,Gablerbräu,hotel,,restaurant,,,,
47.8023022,13.0467185,Mönchsbergblick,viewpoint,,,,,,
47.8016494,13.0461862,Hettwerbastei,viewpoint,,,,,,
47.8014604,13.0465658,,viewpoint,,,,,,
47.8026506,13.0437708,Mozart Wohnhaus,museum,memorial,,,,,
47.7996822,13.0444425,Hotel Elephant,hotel,,,,,,
47.7990383,13.0460785,Hotel am Dom,hotel,,,,,,
47.7997381,13.0392385,Stadt Alm,hostel,,restaurant,,,,
47.8008836,13.0616073,Haus Arenberg,hotel,,,,,,
47.7999602,13.0392733,,viewpoint,,,,,,
47.7996438,13.0399208,Spielzeugmuseum,museum,,,,,,
47.8046102,13.0440728,Hotel am Mirabellplatz,hotel,,,,,,
47.8043989,13.0362233,,viewpoint,,,,,,
47.7988341,13.0396497,,viewpoint,,,,,,
47.7991293,13.0346930,,viewpoint,,,,,,
47.8036963,13.0330161,,viewpoint,,,,,,
47.7979648,13.0475616,Panorama Museum,museum,,,,,,
47.8089938,13.0541164,Holiday Inn Salzburg,hotel,,,,,,
47.8028466,13.0563118,Obere Stadtaussicht,viewpoint,,,,,,
47.8109013,13.0414988,Zum Hirschen,hotel,,,,,,
47.7990581,13.0479529,Tourist Info Mozartplatz,information,,,,,,
47.8083684,13.0473511,Yoho Youth Hostel,hostel,,,,,,
47.8124190,13.0474702,Pension Sandwirt,guest_house,,,,,,
47.8097745,13.0509281,Hotel Mercure Salzburg City,hotel,,,,,,
47.8084426,13.0655691,M-Hotel Meininger,hotel,,,,,,
47.8070481,13.0463012,Vier Jahreszeiten,hotel,,,,,,
47.8013658,13.0457303,Uncle Can Natural Kitchen,attraction,,,,,,
47.8068476,13.0497054,Boutique Hotel Auersperg Salzburg,hotel,,,,,,
47.8085970,13.0537974,Dorint City-Hotel Salzburg,hotel,,,,,,
47.8032267,13.0438010,Bristol,hotel,,,,,,
47.8038911,13.0477444,Pension zum jungen Fuchs,hotel,,,,,,
47.8041754,13.0478920,Hotel Amadeus,hotel,,,,,,
47.8082054,13.0424436,Sittikus,hotel,,,,,,
47.8032505,13.0458715,City-Hotel Trumer-Stube,hotel,,,,,,
47.7991296,13.0484090,Wackersdorfdenkmal,artwork,memorial,,,,,
47.7950030,13.0484564,Festungs Shop,information,,,,,,
47.7973201,13.0377132,Star Inn Hotel,hotel,,,,,,
47.7998874,13.0409524,Hotel Goldener Hirsch,hotel,,,,,,
47.8031331,13.0436294,QUEENBERG Fashion & Art Gallery,gallery,,,,,,
47.8081503,13.0442514,,artwork,,,,,,
47.8026096,13.0460372,Stadtkrug,hotel,,,,,,
